index,prediction
32127,22 centimetre
32128,15.47 gram
32129,5 centimetre
32130,5 centimetre
32131,"12"""
32132,"12"""
32133,4 ounce
32134,175 millimetre
32135,80 millimetre
32136,"6,8 centimetre"
32137,"6,8 centimetre"
32138,13.5 gram
32139,11.9 centimetre
32140,6 centimetre
32141,11.5 in 29 centimetre
32142,11.5 centimetre
32143,3.15 inches
32144,3.15 inches
32145,10 centimetre
32146,40 centimetre
32147,11 centimetre
32148,11 centimetre
32149,15 centimetre
32150,5 inch
32151,285 millimetre
32152,
32153,7.4 volts
32154,11 centimetre
32155,"16 cm, 19 cm, 12 cm, 14.5 centimetre"
32156,
32157,125 watts
32158,2400 watts
32159,3000w 110v
32160,
32161,9.4 inch
32162,9.4 inch
32163,20 centimetre
32164,170 gram
32165,100 gram
32166,
32167,100 gram
32168,28 ounce
32169,1 inch
32170,1 inch
32171,1 inch
32172,23.75 watt
32173,6.2 inch
32174,5 gram
32175,4.5 centimetre
32176,4.5 centimetre
32177,4980 watts
32178,"16.5"""
32179,0.9 inch
32180,0.9 inch
32181,1.97 inch
32182,1.97 inch
32183,1.97 inch
32184,"17"" 12"""
32185,30.5 centimetre
32186,15.2 centimetre
32187,12 centimetre
32188,
32189,22 centimetre
32190,60 inch
32191,60 inch
32192,60 inch
32193,20.5 centimetre
32194,28.5 centimetre
32195,9 centimetre
32196,40 centimetre
32197,"2.8"""
32198,7 centimetre
32199,80 millimetre
32200,80 millimetre
32201,14 centimetre
32202,3.5 centimetre
32203,
32204,36 centimetre
32205,36 centimetre
32206,36 centimetre
32207,400 millilitre
32208,64 mm 128 mm 950 millimetre
32209,4.3 inch
32210,1070 millimetre
32211,3.9 inch
32212,3.9 inch
32213,1.96 inch
32214,1.1 inch
32215,45.03 watt
32216,16 centimetre
32217,15 volt
32218,15 gram
32219,185 centimetre
32220,13.5 centimetre
32221,17 centimetre
32222,5 centimetre
32223,5 centimetre
32224,10 centimetre
32225,19.65 inch
32226,1.57 centimetre
32227,41 centimetre
32228,4.5 centimetre
32229,1.97 inch
32230,75 millimetre
32231,8 ounce
32232,4 ounce
32233,
32234,16.5 centimetre
32235,21.7 centimetre
32236,30 centimetre
32237,45 centimetre
32238,12 centimetre
32239,1200 mg
32240,0 centimetre
32241,2 centimetre
32242,230 centimetre
32243,6.6 feet
32244,6.6 feet
32245,65 millimetre
32246,115 volts
32247,1150 gram
32248,120 centimetre
32249,76 centimetre
32250,50 pounds
32251,50 pounds
32252,100 millimetre
32253,100 millimetre
32254,4 inch
32255,12 centimetre
32256,49.5 centimetre
32257,3.3 centimetre
32258,35 centimetre
32259,170 millimetre
32260,142 millimetre
32261,100 millimetre
32262,12 ounce
32263,8 inch
32264,0.34 inch
32265,44.5 centimetre
32266,16.5 centimetre
32267,16.5 centimetre
32268,107 centimetre
32269,580 watts
32270,"35.4"""
32271,31.5 centimetre
32272,"19.5"""
32273,820 millimetre
32274,144 millimetre
32275,46.5 millimetre
32276,18 centimetre
32277,"18"""
32278,170 millimetre
32279,640 gram
32280,1.26 pounds
32281,3.7 lbs.
32282,800 gram
32283,65 centimetre
32284,12 centimetre
32285,21 centimetre
32286,15 centimetre
32287,11 gram
32288,37.4 centimetre
32289,37.4 centimetre
32290,37.5 centimetre
32291,43 gram
32292,3 centimetre
32293,8 centimetre
32294,
32295,127 centimetre
32296,25 centimetre
32297,124 millimetre
32298,37.5 centimetre
32299,35.5 centimetre
32300,0.5 inch
32301,0.5 inch
32302,30.43 centimetre
32303,8 centimetre
32304,8 centimetre
32305,8 centimetre
32306,12.4 inch
32307,3.9 inch
32308,1.3 inch
32309,9 centimetre
32310,2.5 centimetre
32311,
32312,300 watt
32313,5 centimetre
32314,5 centimetre
32315,6.7 centimetre
32316,13 centimetre
32317,13 centimetre
32318,2.6 inch
32319,8.1 inch
32320,2.5 inches
32321,17.5 millimetre
32322,17.5 millimetre
32323,19 centimetre
32324,1.5 millimetre
32325,9.8 inch
32326,9.8 inch
32327,140 centimetre
32328,1.7 centimetre
32329,32 inch
32330,40 centimetre
32331,15 centimetre
32332,25 centimetre
32333,35.5 centimetre
32334,16 fl ounce
32335,10.5 centimetre
32336,13 millimetre
32337,13 millimetre
32338,16 centimetre
32339,21 millimetre
32340,"4.5"""
32341,"3.25"""
32342,1500 watts
32343,110-120
32344,16 fluid ounces
32345,5 centimetre
32346,2.2 centimetre
32347,7.7 pounds
32348,40 centimetre
32349,75 centimetre
32350,45 centimetre
32351,9 centimetre
32352,10 inch
32353,7.9 inch
32354,110 centimetre
32355,4.5 centimetre
32356,32 centimetre
32357,2.75 inch
32358,2.75 inch
32359,
32360,42 centimetre
32361,7.81 inch
32362,
32363,60 centimetre
32364,18 volts
32365,18 volts
32366,4.72 inch 12 centimetre
32367,4.72 inch
32368,4.72 inch 12 centimetre
32369,0.197 inch
32370,0.197 inch
32371,3.5 inch
32372,3.5 inch
32373,21 centimetre
32374,3.5 inch
32375,244 millimetre
32376,"274mm, 232mm, 510ml, 330ml"
32377,90 millimetre
32378,5cm 24cm
32379,5 centimetre
32380,0.84 inch
32381,1 lb
32382,"22.02"" 55.9cm"
32383,31 centimetre
32384,"3.35"""
32385,11 centimetre
32386,11.5 centimetre
32387,7.6 centimetre
32388,3.8 centimetre
32389,5.2 centimetre
32390,35 millimetre
32391,2.1 centimetre
32392,50 centimetre
32393,165 centimetre
32394,60 centimetre
32395,6.3 inch
32396,
32397,
32398, dc24v
32399,3 1
32400,2 3
32401,7 centimetre
32402,2 3
32403,
32404,70 pounds
32405,70 pounds
32406,9.84 centimetre
32407,
32408,
32409,15 inch
32410,3.3 inch
32411,6.4 inch
32412,20 centimetre
32413,2.36 inch
32414,70 gram
32415,81 gram
32416,30 inch
32417,100 millimetre
32418,3.2 centimetre
32419,3.2 centimetre
32420,13.7 centimetre
32421,"26"""
32422,740 gram
32423,690 gram
32424,16.51 inch
32425,8.66 inch
32426,230 volts
32427,36k 230v
32428,6 centimetre
32429, length
32430,18 centimetre
32431,1.37 inch
32432,1.37 inch
32433,1.6 inch
32434,2.2 inch
32435,
32436,21.5 centimetre
32437,"20.5"" inches"
32438,"7.1"""
32439,"7.1"""
32440,"7.1"""
32441,25 centimetre
32442,43.31 centimetre
32443,10 x8ft
32444,1.5 kilograms
32445,150 kilogram
32446,11.81 centimetre
32447,11.81 centimetre
32448,
32449,4.13 centimetre
32450,50 centimetre
32451,4.2 centimetre
32452,4.2 centimetre
32453,81 lb
32454,3 centimetre
32455,about 19cm
32456,95 centimetre
32457,12.3 centimetre
32458,about 8.5cm
32459,45 centimetre
32460,0.9 inch
32461,35 centimetre
32462,70.8 inch
32463,0.8 inch
32464,15.3 centimetre
32465,35.3 centimetre
32466,20.5 centimetre
32467,12.5 gram
32468,16 lb
32469,92-104 centimetre
32470,1.5 centimetre
32471,14 centimetre
32472,8.46 inch
32473,5.7 inch
32474,3.15 inch
32475,3.15 inch
32476,35 centimetre
32477,60 centimetre
32478,1.6 centimetre
32479,2.3 inch
32480,4 inch
32481,4 inch
32482,3.25 centimetre
32483,3.25 centimetre
32484,36 millimetre
32485,3.14 inch
32486,1.41 inch
32487,1200 centimetre
32488,120 centimetre
32489,70.7 centimetre
32490,10 centimetre
32491,10 centimetre
32492,100 centimetre
32493,100 centimetre
32494,36 centimetre
32495,10.31 inch
32496,13.1 centimetre
32497,3 feet
32498,3 feet
32499,23.8 pounds
32500,119.4 centimetre
32501,10 centimetre
32502,10 centimetre
32503,10 centimetre
32504,16.1 inch
32505,30 centimetre
32506,
32507,10 volts
32508,64 centimetre
32509,65 centimetre
32510,0.79 inch
32511,640 gram
32512,6.3cm 2.68in
32513,30 centimetre
32514,"38"""
32515,105 millimetre
32516,6 centimetre
32517,15 centimetre
32518,15 centimetre
32519,200mm 7.8in
32520,8 ounce
32521,17.6x24 centimetre
32522,6 fl ounce
32523,220 millimetre
32524,32 millimetre
32525,101.3 millimetre
32526,57.8 millimetre
32527,3.43 pounds
32528,35 centimetre
32529,15 centimetre
32530,"2"""
32531,"2"""
32532,5 centimetre
32533,7.8 inch
32534,23 millimetre
32535,23 millimetre
32536,26 centimetre
32537,35.75 centimetre
32538,41.02 centimetre
32539,11.50 centimetre
32540,100 gram
32541,22 centimetre
32542,22 centimetre
32543,8.5 centimetre
32544,15 centimetre
32545,44.5 centimetre
32546,"60"""
32547,
32548,6 ounce
32549,5 volts
32550,
32551,144 millimetre
32552,44 millimetre
32553,147 millimetre
32554,110 centimetre
32555,7 centimetre
32556,
32557,33.5 centimetre
32558,76 centimetre
32559,100 centimetre
32560,0.59 kilograms
32561,34 centimetre
32562,"75cm, 34cm"
32563,4.0 centimetre
32564,7.7 centimetre
32565,1.97 inch
32566,9 centimetre
32567,3.54 inch
32568,120 centimetre
32569,1200 centimetre
32570,16 ounce
32571,12.5 centimetre
32572,9 centimetre
32573,9 centimetre
32574,500 millimetre
32575,19.0 centimetre
32576,72 centimetre
32577,12 volts
32578,38.5 centimetre
32579,10.5 centimetre
32580,25 millimetre
32581,25 millimetre
32582,25 millimetre
32583,500 watts
32584,2.75 inch
32585,2.35 inch
32586,2.5 millimetre
32587,24 millimetre
32588,178 millimetre
32589,12.5 centimetre
32590,12.5 centimetre
32591,200 centimetre
32592,220 centimetre
32593,3.5 centimetre
32594,628 lb
32595,14 centimetre
32596,50 millimetre
32597,15 centimetre
32598,50 millimetre
32599,28.5 centimetre
32600,28.5 centimetre
32601,11.2 inch
32602,
32603,8 centimetre
32604,6.5 centimetre
32605,30 centimetre
32606,75 centimetre
32607,81 centimetre
32608,1.0 pounds
32609,1.85 volt
32610,13 inch
32611,13 inch
32612,13 inch
32613,60 centimetre
32614,30 centimetre
32615,12.8 inch
32616,1800 watts
32617,1800 watts
32618,19 centimetre
32619,19 centimetre
32620,16 ounce
32621,
32622,
32623,
32624,6.8 inch
32625,6.8 inch
32626,4.5 centimetre
32627,
32628,2.8 inch
32629,
32630,37.4 inch
32631,21.2 inch
32632,1.2 kilogram
32633,
32634,
32635,19 centimetre
32636,
32637,242 centimetre
32638,
32639,about 8.5cm
32640,0.5 volts
32641,20 centimetre
32642,10 centimetre
32643,13.5 centimetre
32644,1.7 centimetre
32645,2.8 inch
32646,10.5 centimetre
32647,31 centimetre
32648,7.5 centimetre
32649,31 centimetre
32650,24 lb
32651,12.5 centimetre
32652,30 centimetre
32653,160 centimetre
32654,265 pounds
32655,
32656,29.5 inch
32657,10 centimetre
32658,84.5 centimetre
32659,
32660,23 centimetre
32661,1.3 inch
32662,"12"""
32663,12 centimetre
32664,14 millimetre
32665,14 millimetre
32666,1200 watts
32667,31.5 centimetre
32668,"12.6"""
32669,57 centimetre
32670,50 centimetre
32671,13.7 inch
32672,2.7 inch
32673,140 millimetre
32674,32.0 fluid ounces
32675,43 millimetre
32676,12 volts
32677,6.2 pounds
32678,5 volts
32679,30 centimetre
32680,
32681,6 pounds
32682,16 ounce
32683,30 centimetre
32684,
32685,
32686,24 centimetre
32687,9.44 inch
32688,1.18 centimetre
32689,15.5 centimetre
32690,2.9 centimetre
32691,
32692,
32693,18 volts
32694,30 cm 31.6 centimetre
32695,16.5 centimetre
32696,675 millilitre
32697,3200 mah
32698,3.8inch 10cm
32699,19 centimetre
32700,23 centimetre
32701,
32702,23.4 ounce
32703,60 centimetre
32704,2.2 inch
32705,50 centimetre
32706,33 centimetre
